

exact wire length per path (in segments): 
 
net#:	path#:	CHAN:	IPAD:	OPAD:	SWITCH:	COMB:	FFIN:	FFOUT:
[769]	-108-	1	0	0	2	0	1	0
[769]	-109-	1	0	0	2	0	1	0
[769]	-110-	0	0	0	1	0	1	0
[769]	-111-	1	0	0	2	0	1	0
[769]	-112-	0	0	0	1	0	1	0
[769]	-113-	1	0	0	2	0	1	0
[769]	-114-	1	0	0	2	0	1	0
[769]	-115-	0	0	0	1	0	1	0
[769]	-116-	1	0	0	2	0	1	0
[769]	-117-	0	0	0	1	0	1	0
[769]	-118-	0	0	0	1	0	1	0
[769]	-119-	1	0	0	2	0	1	0
[769]	-120-	2	0	0	3	0	1	0
[769]	-121-	0	0	0	1	0	1	0
[769]	-122-	1	0	0	2	0	1	0
[769]	-123-	2	0	0	3	0	1	0
[769]	-124-	0	0	0	1	0	1	0
[769]	-125-	1	0	0	2	0	1	0
[769]	-126-	0	0	0	1	0	1	0
[769]	-127-	0	0	0	1	0	1	0
[769]	-128-	0	0	0	1	0	1	0
[769]	-129-	0	0	0	1	0	1	0
[769]	-130-	0	0	0	1	0	1	0
[769]	-131-	1	0	0	2	0	1	0
[769]	-132-	0	0	0	1	0	1	0
[769]	-133-	2	0	0	3	0	1	0
[769]	-134-	1	0	0	2	0	1	0
[769]	-135-	1	0	0	2	0	1	0
[769]	-136-	0	0	0	1	0	1	0
[769]	-137-	1	0	0	2	0	1	0
[769]	-138-	0	0	0	1	0	1	0
[769]	-139-	1	0	0	2	0	1	0
[769]	-140-	0	0	0	1	0	1	0
[769]	-141-	0	0	0	1	0	1	0
[769]	-142-	0	0	0	1	0	1	0
[769]	-143-	2	0	0	3	0	1	0
[769]	-144-	1	0	0	2	0	1	0
[769]	-145-	0	0	0	1	0	1	0
[769]	-146-	1	0	0	2	0	1	0
[769]	-147-	2	0	0	3	0	1	0
[769]	-148-	0	0	0	1	0	1	0
[769]	-149-	0	0	0	1	0	1	0
[769]	-150-	0	0	0	1	0	1	0
[769]	-151-	1	0	0	2	0	1	0
[769]	-152-	0	0	0	1	0	1	0
[769]	-153-	1	0	0	2	0	1	0
[1058]	-0-	7	0	0	12	1	1	0
[597]	-0-	9	0	1	12	1	0	0
[200]	-0-	6	0	0	11	1	1	0
[885]	-0-	6	0	0	11	1	1	0
[418]	-0-	9	0	0	14	1	1	0
[792]	-0-	9	0	1	12	1	0	0
[8]	-0-	9	0	0	14	1	1	0
[943]	-0-	1	0	0	2	0	1	1
[309]	-0-	7	0	1	10	1	0	0
[591]	-0-	4	0	0	5	0	1	0
[591]	-1-	1	0	0	2	0	1	0
[591]	-2-	3	0	0	4	0	1	0
[591]	-3-	2	0	0	3	0	1	0
[132]	-0-	12	0	1	15	1	0	0
[668]	-0-	2	0	0	3	0	1	0
[848]	-0-	0	0	0	1	0	1	0
[1048]	-0-	0	0	0	1	0	1	0
[32]	-0-	10	1	1	14	1	0	0
[32]	-1-	5	0	0	6	0	1	0
[934]	-0-	1	0	0	2	0	1	0
[604]	-0-	4	0	0	9	1	1	0
[152]	-0-	13	0	0	18	1	1	0
[781]	-0-	9	0	1	12	1	0	0
[1016]	-0-	46	0	0	51	1	1	0
[735]	-0-	17	1	1	21	1	0	0
[735]	-1-	7	0	0	8	0	1	0
[565]	-0-	2	0	0	3	0	1	0
[904]	-0-	3	0	0	4	0	1	0
[904]	-1-	4	0	0	5	0	1	0
[904]	-2-	2	0	0	3	0	1	0
[904]	-3-	0	0	0	1	0	1	0
[904]	-4-	0	0	0	1	0	1	0
[904]	-5-	0	0	0	1	0	1	0
[904]	-6-	3	0	0	4	0	1	0
[904]	-7-	0	0	0	1	0	1	0
[904]	-8-	0	0	0	1	0	1	0
[904]	-9-	1	0	0	2	0	1	0
[904]	-10-	0	0	0	1	0	1	0
[904]	-11-	0	0	0	1	0	1	0
[904]	-12-	0	0	0	1	0	1	0
[904]	-13-	0	0	0	1	0	1	0
[904]	-14-	3	0	0	4	0	1	0
[904]	-15-	0	0	0	1	0	1	0
[904]	-16-	0	0	0	1	0	1	0
[904]	-17-	0	0	0	1	0	1	0
[904]	-18-	3	0	0	4	0	1	0
[904]	-19-	0	0	0	1	0	1	0
[904]	-20-	1	0	0	2	0	1	0
[904]	-21-	0	0	0	1	0	1	0
[904]	-22-	2	0	0	3	0	1	0
[904]	-23-	3	0	0	4	0	1	0
[904]	-24-	3	0	0	4	0	1	0
[904]	-25-	1	0	0	2	0	1	0
[904]	-26-	0	0	0	1	0	1	0
[904]	-27-	1	0	0	2	0	1	0
[904]	-28-	0	0	0	1	0	1	0
[904]	-29-	1	0	0	2	0	1	0
[904]	-30-	1	0	0	2	0	1	0
[904]	-31-	1	0	0	2	0	1	0
[904]	-32-	0	0	0	1	0	1	0
[904]	-33-	1	0	0	2	0	1	0
[904]	-34-	3	0	0	4	0	1	0
[904]	-35-	3	0	0	4	0	1	0
[904]	-36-	2	0	0	3	0	1	0
[904]	-37-	1	0	0	2	0	1	0
[904]	-38-	1	0	0	2	0	1	0
[904]	-39-	2	0	0	3	0	1	0
[904]	-40-	0	0	0	1	0	1	0
[904]	-41-	3	0	0	4	0	1	0
[904]	-42-	2	0	0	3	0	1	0
[904]	-43-	0	0	0	1	0	1	0
[904]	-44-	1	0	0	2	0	1	0
[904]	-45-	0	0	0	1	0	1	0
[904]	-46-	0	0	0	1	0	1	0
[904]	-47-	0	0	0	1	0	1	0
[904]	-48-	0	0	0	1	0	1	0
[904]	-49-	0	0	0	1	0	1	0
[904]	-50-	2	0	0	3	0	1	0
[904]	-51-	2	0	0	3	0	1	0
[904]	-52-	1	0	0	2	0	1	0
[904]	-53-	0	0	0	1	0	1	0
[904]	-54-	1	0	0	2	0	1	0
[904]	-55-	1	0	0	2	0	1	0
[904]	-56-	2	0	0	3	0	1	0
[904]	-57-	0	0	0	1	0	1	0
[904]	-58-	1	0	0	2	0	1	0
[904]	-59-	0	0	0	1	0	1	0
[904]	-60-	1	0	0	2	0	1	0
[904]	-61-	0	0	0	1	0	1	0
[904]	-62-	1	0	0	2	0	1	0
[904]	-63-	1	0	0	2	0	1	0
[904]	-64-	0	0	0	1	0	1	0
[904]	-65-	0	0	0	1	0	1	0
[904]	-66-	2	0	0	3	0	1	0
[904]	-67-	0	0	0	1	0	1	0
[904]	-68-	0	0	0	1	0	1	0
[904]	-69-	0	0	0	1	0	1	0
[904]	-70-	1	0	0	2	0	1	0
[904]	-71-	0	0	0	1	0	1	0
[904]	-72-	0	0	0	1	0	1	0
[904]	-73-	1	0	0	2	0	1	0
[904]	-74-	0	0	0	1	0	1	0
[904]	-75-	1	0	0	2	0	1	0
[904]	-76-	2	0	0	3	0	1	0
[904]	-77-	1	0	0	2	0	1	0
[904]	-78-	0	0	0	1	0	1	0
[904]	-79-	0	0	0	1	0	1	0
[904]	-80-	1	0	0	2	0	1	0
[904]	-81-	0	0	0	1	0	1	0
[904]	-82-	2	0	0	3	0	1	0
[904]	-83-	0	0	0	1	0	1	0
[904]	-84-	0	0	0	1	0	1	0
[904]	-85-	0	0	0	1	0	1	0
[904]	-86-	2	0	0	3	0	1	0
[904]	-87-	0	0	0	1	0	1	0
[904]	-88-	0	0	0	1	0	1	0
[904]	-89-	1	0	0	2	0	1	0
[904]	-90-	0	0	0	1	0	1	0
[904]	-91-	0	0	0	1	0	1	0
[904]	-92-	1	0	0	2	0	1	0
[904]	-93-	0	0	0	1	0	1	0
[904]	-94-	0	0	0	1	0	1	0
[904]	-95-	0	0	0	1	0	1	0
[904]	-96-	0	0	0	1	0	1	0
[904]	-97-	0	0	0	1	0	1	0
[904]	-98-	0	0	0	1	0	1	0
[904]	-99-	0	0	0	1	0	1	0
[904]	-100-	1	0	0	2	0	1	0
[904]	-101-	0	0	0	1	0	1	0
[904]	-102-	0	0	0	1	0	1	0
[904]	-103-	1	0	0	2	0	1	0
[904]	-104-	0	0	0	1	0	1	0
[904]	-105-	0	0	0	1	0	1	0
[904]	-106-	1	0	0	2	0	1	0
[904]	-107-	3	0	0	4	0	1	0
[904]	-108-	0	0	0	1	0	1	0
[904]	-109-	0	0	0	1	0	1	0
[904]	-110-	0	0	0	1	0	1	0
[904]	-111-	3	0	0	4	0	1	0
[904]	-112-	1	0	0	2	0	1	0
[904]	-113-	0	0	0	1	0	1	0
[904]	-114-	0	0	0	1	0	1	0
[904]	-115-	0	0	0	1	0	1	0
[904]	-116-	1	0	0	2	0	1	0
[904]	-117-	0	0	0	1	0	1	0
[904]	-118-	0	0	0	1	0	1	0
[904]	-119-	0	0	0	1	0	1	0
[904]	-120-	0	0	0	1	0	1	0
[904]	-121-	0	0	0	1	0	1	0
[904]	-122-	0	0	0	1	0	1	0
[178]	-0-	25	1	0	29	1	1	0
[178]	-1-	3	0	1	4	0	0	0
[617]	-0-	2	0	0	7	1	1	0
[899]	-0-	39	0	0	43	1	1	0
[566]	-0-	13	1	1	17	1	0	0
[566]	-1-	10	0	0	11	0	1	0
[1040]	-0-	10	0	0	15	1	1	0
[579]	-0-	8	0	1	11	1	0	0
[577]	-0-	5	0	0	10	1	1	0
[525]	-0-	3	0	0	4	0	1	0
[994]	-0-	1	0	0	2	0	1	1
[639]	-0-	75	1	0	79	1	1	0
[639]	-1-	9	0	1	10	0	0	0
[1026]	-0-	5	0	0	10	1	1	1
[446]	-0-	3	0	0	4	0	1	0
[446]	-1-	4	0	0	5	0	1	0
[446]	-2-	11	0	0	12	0	1	0
[446]	-3-	0	0	0	1	0	1	0
[219]	-0-	16	0	0	21	1	1	0
[884]	-0-	2	0	0	3	0	1	0
[391]	-0-	1	0	0	2	0	1	0
[140]	-0-	1	0	0	2	0	1	0
[140]	-1-	5	0	0	6	0	1	0
[140]	-2-	2	0	0	3	0	1	0
[140]	-3-	0	0	0	1	0	1	0
[394]	-0-	2	0	0	7	1	1	0
[715]	-0-	14	0	1	17	1	0	0
[703]	-0-	6	0	0	11	1	1	0
[19]	-0-	9	0	0	14	1	1	0
[158]	-0-	3	0	0	8	1	1	0
[93]	-0-	6	0	0	11	1	1	0
[226]	-0-	13	0	0	14	0	1	0
[226]	-1-	1	0	0	2	0	1	0
[987]	-0-	1	0	0	2	0	1	0
[233]	-0-	5	0	0	6	0	1	0
[233]	-1-	0	0	0	1	0	1	0
[70]	-0-	1	0	0	2	0	1	0
[70]	-1-	1	0	0	2	0	1	0
[329]	-0-	0	0	0	1	0	1	0
[329]	-1-	6	0	0	7	0	1	0
[1079]	-0-	0	0	0	1	0	1	0
[1079]	-1-	0	0	0	1	0	1	0
[90]	-0-	6	0	0	11	1	1	0
[640]	-0-	6	0	0	11	1	1	0
[551]	-0-	8	0	0	13	1	1	0
[910]	-0-	4	0	0	9	1	1	0
[689]	-0-	8	0	1	11	1	0	0
[490]	-0-	4	0	0	9	1	1	0
---	---	---	---	---	---	---	---	---
[all]		14013	51	122	17773	662	1375	385
